epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss
1,6.395296625730034,0.3860901979447771,0.21700614707433374,0.2987901104681746,0.3664516129032258,0.2522202486678508,0.51,0.3856645728382046,0.2158755219337198,0.2947019867549669,0.35299950421417947,0.25293072824156304,0.5,8.691257950261974
2,6.274786245298161,0.39796379517798697,0.23951299599216544,0.33015160022459294,0.4488549618320611,0.261101243339254,0.53,0.3944881599109277,0.2327765203195073,0.3155394707079846,0.43430884184308843,0.2477797513321492,0.53,8.568261254763772
3,6.175787380159749,0.39994495916378753,0.24329061411734776,0.31100478468899523,0.47619047619047616,0.23090586145648312,0.52,0.3953521008824008,0.23928794121212904,0.3056008700380642,0.394109396914446,0.24955595026642985,0.49,8.517096120415005
4,6.125492781397819,0.3951321748595489,0.21984735155549726,0.2980769230769231,0.3739946380697051,0.2477797513321492,0.51,0.39247287088907856,0.21552068364732835,0.289783559493103,0.3930635838150289,0.2294849023090586,0.52,8.614042921269194
5,6.071053717243907,0.3997471231155189,0.22990362678231313,0.30874604847207593,0.3795336787564767,0.2602131438721137,0.48,0.3927269268986612,0.22490281198822423,0.3030751347352848,0.37411948865118705,0.2547069271758437,0.48,8.559258822853684
6,5.997312439986134,0.39660195519856245,0.24693824443230586,0.32146490335707023,0.3761904761904762,0.28063943161634103,0.5,0.3881216301393081,0.2372389535610532,0.31457224723700367,0.37107677450507004,0.2730017761989343,0.5,8.72046427354745
7,5.973908232586507,0.392193910720184,0.2448705194564865,0.3156779661016949,0.3910761154855643,0.26465364120781526,0.48,0.3856383347563541,0.23904134079321468,0.30985915492957744,0.3880277926242651,0.2579040852575488,0.48,8.499926435186508
8,5.939220967469379,0.39308041084267975,0.2050870658113652,0.28667413213885784,0.3878787878787879,0.22735346358792186,0.5,0.3853789737454728,0.20292603901222597,0.2820568927789935,0.36723646723646725,0.22895204262877442,0.49,8.655652621113662
9,5.905028892725351,0.39103461545541446,0.21535079037446592,0.3005405405405406,0.3839779005524862,0.2468916518650089,0.48,0.38520127926512004,0.2098258408529656,0.2906523342818,0.35734646281420057,0.24493783303730018,0.47000000000000003,8.58533940078519
10,5.867682723952214,0.3690693558344672,0.22214617479789564,0.30603889457523026,0.3611111111111111,0.2655417406749556,0.49,0.36294268143915975,0.2149880425448909,0.30227999587331067,0.360571006645336,0.2602131438721137,0.49,8.66860910172158
11,5.847924009092816,0.3883846001549589,0.2143904423983682,0.3065934065934066,0.4020172910662824,0.2477797513321492,0.51,0.38167770761845654,0.21152184612011962,0.3004836109618485,0.38040816326530613,0.2483126110124334,0.5,8.678757924560115
