epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss
1,6.479855601229803,0.38793260903061483,0.22082999404230227,0.30063291139240506,0.37012987012987014,0.2531083481349911,0.53,0.3861444623972183,0.21830771858518486,0.29626485568760613,0.3679493937796521,0.24795737122557726,0.53,8.578111743250638
2,6.274963228540181,0.40205269585675946,0.24427502819792862,0.3174778761061947,0.4208211143695015,0.25488454706927177,0.53,0.4026391937162125,0.24145465818885772,0.31240004264847,0.3907708722325954,0.2602131438721137,0.52,8.57599981794966
3,6.166778391913289,0.38816282231834187,0.24070029442816177,0.3076147251638931,0.3558926487747958,0.27087033747779754,0.48,0.3828802408946401,0.23480672873012542,0.3005272407732865,0.3336947094535993,0.27335701598579043,0.47000000000000003,8.487219360703271
4,6.097413937323918,0.4230531715767114,0.25319848907118275,0.3445475638051044,0.49665551839464883,0.26376554174067496,0.52,0.41866596844614956,0.2462353271029106,0.33253670194605667,0.46278112131770666,0.2595026642984014,0.51,8.55644244166976
5,6.0380220179362425,0.3860278734069525,0.22653140961626603,0.31653888280394304,0.41285714285714287,0.2566607460035524,0.53,0.3807538270455667,0.2213424169138643,0.30758032650514716,0.3709556057185854,0.2626998223801066,0.51,8.789343969196292
6,5.979987763524548,0.4077614975806716,0.21991546274920593,0.3069306930693069,0.4031791907514451,0.2477797513321492,0.49,0.4050770106839964,0.2142918747018764,0.2986203827325323,0.39964264443120906,0.23836589698046182,0.49,8.526516278584799
7,5.950366951973362,0.3844027917998019,0.21727698409341478,0.3166311300639659,0.396,0.26376554174067496,0.49,0.3774694225080596,0.21482735749043932,0.30779123352266635,0.38800324236692785,0.25506216696269984,0.49,8.622434734452701
8,5.909010463294159,0.4002473085827242,0.2405681144844692,0.3272058823529411,0.5276679841897233,0.23712255772646537,0.58,0.3940248309680643,0.23343575529044341,0.3213259668508287,0.4251461988304094,0.25825932504440496,0.53,8.790306701727793
9,5.868389341687886,0.3640496600327062,0.21836003188852088,0.3171456888007928,0.35874439461883406,0.2841918294849023,0.5,0.3553944207884182,0.21636774740901582,0.3059619787001095,0.3479737378311071,0.2730017761989343,0.5,8.881905466106767
10,5.848954838443996,0.37090776800683717,0.21658626802341238,0.3000570450656018,0.4194577352472089,0.23357015985790408,0.54,0.36466620138904393,0.21074609255565258,0.2934078212290503,0.3954819277108434,0.23321492007104797,0.53,8.753050961392992
