epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss,ema/AP@0.3,ema/AP@0.5,ema/F1,ema/precision,ema/recall,ema/best_conf,ema/all/AP@0.3,ema/all/AP@0.5,ema/all/F1,ema/all/precision,ema/all/recall,ema/all/best_conf,ema/val_loss,sel,sel_smoothed
2,6.200229191255604,0.3964884048846036,0.2250491245359712,0.3020993343573989,0.3567110036275695,0.2619893428063943,0.49,0.38873738634173133,0.21896415722071136,0.2966283375560319,0.3285837651122625,0.2703374777975133,0.46,8.621687422407435,0.39377614266774374,0.24106112555992545,0.3110386079390973,0.4011220196353436,0.2539964476021314,0.5,0.3904868539499311,0.23588995603046706,0.3059881552972143,0.39994266055045874,0.2477797513321492,0.5,8.566947997884547,0.33141413058966895,0.33141413058966895
4,6.0113065218615835,0.38947582421633936,0.22361219781567082,0.3022035676810073,0.36923076923076925,0.2557726465364121,0.48,0.3808505510461268,0.21566453454837917,0.28676998870984294,0.3396547532214928,0.24813499111900533,0.47000000000000003,8.613351015334434,0.39329976824953206,0.23602172913205055,0.30720673329826403,0.3767741935483871,0.25932504440497334,0.51,0.388872182974437,0.23196864999397324,0.3016393442622951,0.37281045751633984,0.2532859680284192,0.51,8.615527010978536,0.32889774952403406,0.3301559400568515
6,5.916283477852529,0.3856352166142606,0.23529172766172518,0.31138335885655943,0.36614645858343337,0.27087033747779754,0.5,0.38070927938341204,0.22972286933482347,0.3030862298779862,0.35847683725442636,0.2625222024866785,0.5,8.754328359103372,0.39503674089359875,0.2390189826614428,0.31654676258992803,0.375609756097561,0.27353463587921845,0.51,0.39088978731110957,0.2328199754525293,0.30526425085660885,0.36740814796300925,0.261101243339254,0.51,8.668410483826982,0.3325334177632179,0.3309484326256403
8,5.839535776474274,0.39259819601272844,0.2433431997748291,0.3202511773940345,0.38980891719745225,0.27175843694493784,0.5,0.3854621360827399,0.23669745007682153,0.3124042879019908,0.3673469387755102,0.27175843694493784,0.49,8.63137724889931,0.3979945138796622,0.2489463975611419,0.3272532188841202,0.4132791327913279,0.27087033747779754,0.52,0.3920220111415547,0.24370864279035073,0.31573572960277746,0.37136680278645207,0.2746003552397869,0.5,8.645920839715512,0.3391318199849977,0.33352099575741656
10,5.769578803224876,0.4037675990084352,0.24366721271506053,0.3186404673393521,0.3963011889035667,0.2664298401420959,0.53,0.39884828380606335,0.2389831716153364,0.3114754098360656,0.388682252922423,0.25985790408525755,0.53,8.777976010708098,0.4006481874585959,0.24990902708704404,0.3193018480492813,0.37834549878345497,0.2761989342806394,0.5,0.39386441131023514,0.24424894166305278,0.3119719760972594,0.37144259077526987,0.2689165186500888,0.5,8.680684285806425,0.3391571714652674,0.336940803071161
12,5.720488983493066,0.38881237859677453,0.23502658124484074,0.31326530612244896,0.36810551558752996,0.27264653641207814,0.5,0.38569365044557535,0.23186175269789933,0.3100123102174805,0.3669256920835357,0.2683836589698046,0.5,8.76095953731672,0.396410252542543,0.2514762797051224,0.32206969376979944,0.3971354166666667,0.27087033747779754,0.51,0.3939133176544312,0.24685930962888608,0.3160237388724036,0.3917498686284813,0.26483126110124333,0.51,8.709643040988462,0.3380619489367681,0.33878364679567774
14,5.6600302449118045,0.391963021505495,0.23452239981476325,0.3112449799196787,0.3579676674364896,0.2753108348134991,0.5,0.3873703936180089,0.23224889697498088,0.3084237726098191,0.3688504326328801,0.2650088809946714,0.51,8.813670302113742,0.3954963539143088,0.24571115556860618,0.31838074398249455,0.41452991452991456,0.25843694493783304,0.52,0.3921900227011822,0.24303281489549897,0.3131604226705091,0.39235089596148703,0.2605683836589698,0.51,8.718641962565428,0.33513767242423514,0.3374522642754236
16,5.612210637971284,0.3929008601012824,0.23677351357233525,0.3156779661016949,0.3910761154855643,0.26465364120781526,0.51,0.38751350761486014,0.2337554327985434,0.30769230769230765,0.33896131652062406,0.2817051509769094,0.47000000000000003,8.75539756666684,0.394652705040399,0.24865528085428762,0.3192287091590787,0.40215924426450744,0.26465364120781526,0.51,0.39012524858624925,0.24399058302087098,0.31359832635983265,0.38142493638676844,0.26625222024866785,0.5,8.723584222455397,0.3357686786083015,0.33632276665643496
18,5.5631006270667065,0.3958939750103886,0.23264811062272764,0.31523458091723777,0.38780804150453957,0.2655417406749556,0.51,0.39126206472081754,0.22264919651135892,0.30309734513274333,0.34932777005099674,0.26767317939609236,0.49,8.704802421813316,0.3963100140805118,0.2397586935421881,0.31738035264483627,0.36670547147846333,0.2797513321492007,0.49,0.3902261599878397,0.23794480168557908,0.3114074972213802,0.3611436606515116,0.2737122557726465,0.49,8.760321429435242,0.33355868563187957,0.3348216788881387
20,5.5241665575997825,0.40368459277326546,0.2401797353762416,0.3189300411522634,0.37897310513447435,0.2753108348134991,0.49,0.397353710915731,0.234877443643644,0.3088492840218399,0.36767230806965906,0.26625222024866785,0.49,8.722702841386727,0.40110174530943,0.24347520190585406,0.32157676348547715,0.3865336658354115,0.2753108348134991,0.5,0.39345368655401447,0.23778296141119593,0.3134639433097124,0.37922339889056983,0.26714031971580815,0.5,8.75831191759583,0.33790878592356666,0.335745383387916
22,5.497854599169529,0.39537918469056565,0.23234406549172806,0.3149528067560854,0.3573844419391206,0.28152753108348133,0.47000000000000003,0.38784754708472025,0.22893074603771144,0.3078302450687388,0.35049909255898365,0.2744227353463588,0.47000000000000003,8.745332788913808,0.39555543600655174,0.2433979316009756,0.3237113402061856,0.3857493857493858,0.27886323268206037,0.49,0.3901075527033076,0.23943277039839297,0.31708600905358464,0.38924786766606356,0.2674955595026643,0.5,8.773899479115263,0.3355393655248057,0.33566894569341726
24,5.459308260981729,0.4016557124670598,0.2484601627031914,0.3289070480081716,0.3870192307692308,0.28596802841918295,0.5,0.39525117069668786,0.24306475382703324,0.322296258329062,0.3810909090909091,0.2792184724689165,0.5,8.84099482306352,0.39673903300949237,0.23937770688036983,0.3189610389610389,0.38423028785982477,0.27264653641207814,0.5,0.38985022575121897,0.2358647372916882,0.3134892269988767,0.3687244775402354,0.27264653641207814,0.49,8.790367792684135,0.3339750363610649,0.33580772926981245
