epoch,train_loss,AP@0.3,AP@0.5,AP@0.75,AP@0.5:0.95,mAR,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/AP@0.75,all/AP@0.5:0.95,all/mAR,all/F1,all/precision,all/recall,all/best_conf,val_loss
1,7.157608395595323,0.30990904426523175,0.15589545780376812,0.0023400293799000853,0.03758926124750234,0.23916518650088808,0.2469135802469136,0.3652173913043478,0.18650088809946713,0.26,0.2951098277824837,0.14743712246038723,0.002114654606838641,0.03559390352736068,0.23703374777975128,0.2347235693501455,0.2984379281995067,0.19342806394316164,0.25,8.45841988534741
2,7.021016752122918,0.3300764004717006,0.18889586067618505,0.0027666634415273207,0.04679008964494622,0.22415630550621674,0.27736318407960203,0.46265560165975106,0.1980461811722913,0.48,0.3208776935875744,0.18248609328342066,0.002732772193042666,0.04544686141974165,0.22222024866785084,0.2698254364089776,0.45271966527196655,0.1921847246891652,0.48,8.586087080344003
3,6.935915454630671,0.3374587723435445,0.18037673865054576,0.001887788001646039,0.04152205413259825,0.21678507992895207,0.2668344870988043,0.45788336933045354,0.1882770870337478,0.5,0.3257024802130926,0.17109386651400643,0.0017428197095733506,0.03961583306645901,0.21616341030195385,0.25442142496210207,0.4405074365704287,0.1788632326820604,0.5,8.765427433576296
4,6.856391975563592,0.3410347864538217,0.20279701197320452,0.005551020068921704,0.0516243857804559,0.25097690941385437,0.2928452579034942,0.38995568685376664,0.2344582593250444,0.5,0.3352684207254224,0.19650251383737216,0.005524529520380229,0.050239992548981594,0.25023090586145647,0.28255582577934996,0.3741217798594848,0.2269982238010657,0.5,8.730940856899716
5,6.787365037278528,0.3471129966192763,0.19232439821581057,0.004567305674093256,0.04858682761342195,0.23268206039076372,0.27590435315757206,0.44554455445544555,0.19982238010657194,0.51,0.3433979262937355,0.18750552880407828,0.004361522851171989,0.04714694070705423,0.2310834813499112,0.2685904550499445,0.43929003630496166,0.19342806394316164,0.51,8.637213995782774
6,6.740723091745514,0.3397501859859889,0.19051451367182265,0.006913682846364398,0.05036076275526983,0.23925399644760215,0.2838785046728972,0.41467576791808874,0.21580817051509768,0.52,0.3390104894115658,0.18715377119513824,0.0067867125780722085,0.04921914405744206,0.23664298401420955,0.2770238652316331,0.40575736806031526,0.2103019538188277,0.52,8.626691844492992
7,6.675985146633757,0.34068838908213117,0.19830614180924871,0.0052049699249275645,0.050619350500540936,0.2269094138543517,0.26932989690721654,0.49061032863849763,0.18561278863232683,0.48,0.33532803295548896,0.19395664095658635,0.005604461878547017,0.04932745396754868,0.22548845470692722,0.261808367071525,0.31501373969522856,0.22397868561278864,0.44,8.480439098012596
8,6.624116900941988,0.3470968683630988,0.19155647478078017,0.004037073220017238,0.04886447559214508,0.23001776198934282,0.26775320139697323,0.3885135135135135,0.20426287744227353,0.5,0.34341538707562447,0.18835281373346113,0.004146641323389043,0.04816474880884436,0.22863232682060391,0.2640505487196541,0.3512238277794161,0.21154529307282416,0.49,8.777822471638979
9,6.574587804643066,0.32963340757631326,0.15728447527627684,0.0016978146419473002,0.03804216991782086,0.21873889875666075,0.2395397489539749,0.2913486005089059,0.2033747779751332,0.47000000000000003,0.3286327044663691,0.15359663009444505,0.00170252048421295,0.03739590670024307,0.21721136767317942,0.23498857261583211,0.283033033033033,0.2008880994671403,0.47000000000000003,8.686806217180052
10,6.524547383127375,0.34152153380622097,0.20370418806154889,0.003593939324642963,0.052350576727464945,0.2325044404973357,0.27590221187427244,0.40033783783783783,0.21047957371225579,0.5,0.3403039136322523,0.2017132337592845,0.0035313124405357897,0.05142107065963829,0.23143872113676728,0.27370864770748693,0.3949748743718593,0.20941385435168738,0.5,8.792412342864285
11,6.489207745706969,0.3287703519535726,0.13576392258299885,0.0016339019761103415,0.032427310469334794,0.19005328596802842,0.23464912280701755,0.30659025787965616,0.19005328596802842,0.48,0.3249430125137911,0.1294913743512405,0.001477029391906812,0.03109561806046665,0.18895204262877444,0.22664924885695625,0.29274465691788526,0.18490230905861457,0.48,8.790762174616487
12,6.440446161199719,0.3385123639125174,0.18783658790062358,0.004262728268866311,0.046682541890536146,0.20310834813499112,0.2718786464410735,0.39625850340136054,0.2069271758436945,0.51,0.3379644146187558,0.18463882374596322,0.004037180070820241,0.0458631769165783,0.2014742451154529,0.26769266643348494,0.38954869358669836,0.20390763765541742,0.51,8.704428576237355
13,6.3982529628475815,0.36257895890400077,0.21987419711130285,0.0049471634060748995,0.054606632516343456,0.2254884547069272,0.2960725075528701,0.46313799621928164,0.21758436944937834,0.51,0.3596867490042544,0.21340102273862827,0.004692029049789668,0.05268814369258762,0.22484902309058613,0.2872622200818685,0.4458146487294469,0.21190053285968027,0.51,8.64366476658606
14,6.344305332584616,0.3715195315506145,0.1824635648987919,0.003361467296169941,0.044816824714658865,0.21847246891651867,0.2723880597014925,0.45435684647302904,0.19449378330373002,0.56,0.366395878426551,0.1777148797533393,0.0031458488133778036,0.043603951202499394,0.21662522202486678,0.26850814980714194,0.4482758620689655,0.19165186500888098,0.56,8.860609053718472
15,6.329500058571524,0.31025502501681573,0.1455515722838717,0.007388716609106988,0.037849609398902806,0.20595026642984013,0.24,0.3133047210300429,0.19449378330373002,0.46,0.3105824540837189,0.14087001925764617,0.006759057195748753,0.03639135456335032,0.20483126110124336,0.2334969994544463,0.3026874115983027,0.19005328596802842,0.46,8.689095752912559
