epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss
1,6.418765441290834,0.40643598179559703,0.23961712738358282,0.3088471849865952,0.38971583220568334,0.2557726465364121,0.51,0.40491548084099643,0.23336867907880482,0.301511879049676,0.3845730027548209,0.24795737122557726,0.51,8.567030752804262
2,6.244641890800084,0.3969803735157047,0.24299947540382752,0.312397596941562,0.4056737588652482,0.2539964476021314,0.53,0.393627915878456,0.2377135822710395,0.3013818819916648,0.39392201834862384,0.24404973357015985,0.53,8.636738501542004
3,6.153921796813757,0.4137969084955293,0.22411695205657278,0.31140350877192985,0.4068767908309456,0.2522202486678508,0.53,0.406561982220074,0.2234427493582383,0.3073487184940977,0.38298436257619933,0.2566607460035524,0.52,8.713856620991484
4,6.075764121817238,0.4065543987799557,0.22409782928433264,0.31567328918322296,0.41690962099125367,0.2539964476021314,0.53,0.4019097926375059,0.21547241387292584,0.30078328981723235,0.3650190114068441,0.2557726465364121,0.51,8.779190115894831
5,6.023876073735917,0.38738978419765724,0.22846958301618547,0.3188559322033898,0.39501312335958005,0.2673179396092362,0.53,0.3818177483936981,0.22421285265283675,0.3114754098360656,0.388682252922423,0.25985790408525755,0.53,8.686793234331388
6,5.980555706326539,0.38412913810996074,0.2275432186288253,0.31348314606741573,0.42660550458715596,0.2477797513321492,0.53,0.38050623151836527,0.22165490405178812,0.30063638358569233,0.3932261768082664,0.2433392539964476,0.52,8.65357439399611
7,5.942438074316136,0.38153203958854215,0.21966447752142954,0.31601272534464475,0.39210526315789473,0.26465364120781526,0.51,0.3756400600887831,0.21639930133938978,0.3072590738423029,0.3721576553815058,0.2616341030195382,0.5,8.801047785062316
8,5.91909624274437,0.3836283979825481,0.23172207719499907,0.31803962460896773,0.3851010101010101,0.27087033747779754,0.52,0.37654998239269355,0.22647090467029185,0.3087422814429639,0.3957234101638434,0.2531083481349911,0.53,8.803809543027945
9,5.876693074056823,0.37270683174599384,0.20554561805801463,0.32044817927170866,0.4339908952959029,0.2539964476021314,0.5700000000000001,0.36378617742182795,0.19751626203687903,0.31221719457013575,0.39676889375684554,0.25737122557726466,0.55,8.987891690950867
10,5.847113455434172,0.3740757502276327,0.21034426391975575,0.3196448390677026,0.4260355029585799,0.2557726465364121,0.54,0.3698438490466344,0.20544826886732745,0.31217838765008576,0.39372633856138456,0.2586145648312611,0.52,8.960150549597774
11,5.785706153062279,0.38774358186775115,0.21380669388826165,0.31852654387865653,0.4083333333333333,0.261101243339254,0.54,0.3865917930699186,0.20661880713798422,0.3092628411777348,0.3914581066376496,0.255595026642984,0.53,8.818556650310544
12,5.7586862286988785,0.402224754421093,0.2352065760679909,0.31820667031164573,0.4139402560455192,0.25843694493783304,0.55,0.39235225389733513,0.2241999821993343,0.3009666080843585,0.3943580886586068,0.2433392539964476,0.55,8.93891653101495
13,5.73145276093777,0.35535390427305025,0.21502753925918436,0.31528662420382164,0.391820580474934,0.26376554174067496,0.53,0.3480383690379181,0.2114800505492625,0.3085983510011779,0.3885144243731464,0.25595026642984015,0.53,8.975697363522036
14,5.693524570622449,0.35645202342994425,0.21066556089873312,0.3237486687965921,0.40425531914893614,0.2699822380106572,0.54,0.34993145997902064,0.20349280225964522,0.31222478507024526,0.38101330603889455,0.2644760213143872,0.53,9.0674725796314
15,5.6708098667261355,0.35543818623247425,0.19362941104141532,0.29146793852676206,0.36136662286465177,0.24422735346358793,0.51,0.3505791326564762,0.19074176327955916,0.28616090037515635,0.34619263741805345,0.24387211367673178,0.5,8.909589725183256
16,5.6560617624199505,0.34934662990415233,0.2097806368621395,0.3285398230088496,0.43548387096774194,0.26376554174067496,0.56,0.3458785089175368,0.20525201697678908,0.31710486853943815,0.3626800823233478,0.2817051509769094,0.5,8.989831628528892
17,5.622062093787701,0.36422106701270185,0.22568749462779675,0.31279129984464005,0.37515527950310557,0.2682060390763766,0.48,0.35952923560516886,0.21774141179610393,0.30475567190226877,0.394855850763143,0.24813499111900533,0.5,8.820040215837194
18,5.600004939076506,0.3730070394467487,0.21319363525439425,0.3104410943606924,0.4180451127819549,0.2468916518650089,0.52,0.3646282041106941,0.20741103285379747,0.30274719163608055,0.40493900624814044,0.24174067495559504,0.51,8.870858704790155
19,5.586679643945638,0.3789127031270632,0.23677278473655575,0.322501532801962,0.5207920792079208,0.23357015985790408,0.59,0.37545600931265355,0.227358306877623,0.31213100144814526,0.4185838063937855,0.2488454706927176,0.52,8.945019689857537
20,5.5612220307854985,0.3669110681143144,0.23710891434176534,0.33007600434310536,0.4245810055865922,0.2699822380106572,0.53,0.36255800879308986,0.22326021292260972,0.31222292590246997,0.38475546305931324,0.2626998223801066,0.51,8.930494059907629
21,5.535547519893209,0.35468195820146825,0.20571290068741152,0.29920477137176943,0.3397291196388262,0.2673179396092362,0.47000000000000003,0.35083983529914825,0.20358970340219176,0.2974942597584107,0.3396398449965808,0.26465364120781526,0.47000000000000003,9.00091814994812
