epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss,ema/AP@0.3,ema/AP@0.5,ema/F1,ema/precision,ema/recall,ema/best_conf,ema/all/AP@0.3,ema/all/AP@0.5,ema/all/F1,ema/all/precision,ema/all/recall,ema/all/best_conf,ema/val_loss,sel,sel_smoothed
2,6.193766838750864,0.407310650400589,0.23825685810710795,0.30785676109032606,0.3865771812080537,0.2557726465364121,0.52,0.4017931634402215,0.23250348830697531,0.30429757276452657,0.37252379727296114,0.2571936056838366,0.51,8.606704762641419,0.3977957262658375,0.24839232135810357,0.3208616780045351,0.44357366771159873,0.25133214920071045,0.51,0.3945284906683952,0.24240526057509937,0.3132557608943646,0.4378188775510204,0.24387211367673178,0.51,8.555741695647544,0.3375878951412568,0.3375878951412568
4,6.032815567431478,0.3941005496572425,0.23300277513493467,0.31190727081138037,0.38341968911917096,0.26287744227353466,0.48,0.3861690513612938,0.23221364241221953,0.3055011959121548,0.3937780269058296,0.24955595026642985,0.49,8.616347160745175,0.39288337707270304,0.2424242679552817,0.3132791327913279,0.4019471488178025,0.2566607460035524,0.52,0.3910362643067929,0.2396490201521861,0.3060658934619727,0.362509117432531,0.26483126110124333,0.5,8.619288649119383,0.3318247954812016,0.3347063453112292
6,5.930217252855553,0.3907925212774618,0.24474961661170805,0.31358529111338096,0.36899038461538464,0.27264653641207814,0.52,0.3834490989025925,0.23969337162783103,0.3074973600844773,0.37916666666666665,0.2586145648312611,0.53,8.747264131586602,0.39987504599379253,0.25112596925920255,0.31979166666666664,0.3866498740554156,0.27264653641207814,0.51,0.3925298043835973,0.24583556200326573,0.31232242449752706,0.3831655047766589,0.2635879218472469,0.51,8.64018776907143,0.33923364710799037,0.3362154459101496
8,5.822206002966725,0.3822075418649242,0.2416020507020718,0.3240982749607945,0.39390088945362134,0.2753108348134991,0.48,0.37681926289838485,0.2354134401103693,0.3130507763323542,0.3823680164018452,0.2650088809946714,0.48,8.633574186487401,0.39761767328064335,0.2511254780977346,0.3221052631578948,0.3953488372093023,0.27175843694493784,0.51,0.39173518915196537,0.24584820471160101,0.31453709258148366,0.3597895699908509,0.2793960923623446,0.49,8.685635294474608,0.338567532701221,0.33654199176347094
10,5.774981995248997,0.38842044561456845,0.22629443447739728,0.3056812468577174,0.3522595596755504,0.2699822380106572,0.49,0.3824466495668686,0.221929166734527,0.29753734356075895,0.3445535296867695,0.2618117229129662,0.49,8.757733375468153,0.39495003970865816,0.24741911114229712,0.3213354199269692,0.3893805309734513,0.27353463587921845,0.5,0.38961254821574265,0.24037756919922593,0.31383647798742137,0.38286445012787723,0.2658969804618117,0.5,8.714198129396912,0.335967837182412,0.33792300566387445
12,5.702518037429575,0.3893312480689597,0.2486705916250441,0.32055378061767836,0.4002659574468085,0.2673179396092362,0.5,0.38523250135404086,0.24310014120257675,0.31524769461719926,0.3977272727272727,0.261101243339254,0.5,8.669804664368325,0.39819244288600236,0.24203839436661662,0.3191035218783352,0.3997326203208556,0.2655417406749556,0.51,0.39092769738307054,0.2380106361012844,0.31019759706086786,0.3517225850033776,0.27744227353463585,0.48,8.729671709926416,0.33552844412865324,0.3366879380040954
14,5.649644587505595,0.38903217723940353,0.23271712157301275,0.30707070707070705,0.3559718969555035,0.2699822380106572,0.49,0.3824250154205763,0.23128665634230305,0.3034468395293138,0.36672539642587465,0.2587921847246892,0.5,8.784034772967615,0.39956011251955265,0.23963817633703727,0.3172690763052209,0.3648960739030023,0.28063943161634103,0.48,0.3900626871121477,0.23594491027550224,0.3100291721154813,0.35745766643470195,0.2737122557726465,0.48,8.741519611777989,0.33512532442193166,0.3355405352443323
16,5.606630420984152,0.38604659219518045,0.2232124339396808,0.3012757605495584,0.3366228070175439,0.27264653641207814,0.46,0.37708025332958883,0.21695102142762163,0.29278657176245615,0.3642611683848797,0.2447602131438721,0.49,8.802929900216718,0.39276211124184074,0.23773096968925042,0.3178484107579462,0.35364526659412404,0.2886323268206039,0.47000000000000003,0.38442504050972703,0.2362797843815817,0.30936345861394743,0.3982102908277405,0.25293072824156304,0.51,8.778167633300132,0.33127002867928473,0.3339745990766232
18,5.584869516424475,0.39931098341544546,0.23418815403547147,0.3125,0.3470715835140998,0.2841918294849023,0.47000000000000003,0.3898390861502645,0.2293163917944689,0.30406897276837347,0.372584385467663,0.25683836589698045,0.5,8.810502757417394,0.3976936640679603,0.23939836648611848,0.3153770812928502,0.35152838427947597,0.28596802841918295,0.47000000000000003,0.38816751613255895,0.23189669684804934,0.3064055055584965,0.37929226736566185,0.2570159857904085,0.5,8.7876290649387,0.33374175823838576,0.33337903711320066
20,5.5808370666512666,0.39865647619903477,0.24068733567644718,0.3191919191919192,0.3700234192037471,0.28063943161634103,0.48,0.3890970043939518,0.2353200391460183,0.3076103176295033,0.3845948827292111,0.2563055062166963,0.5,8.77690348050273,0.3980890143393786,0.23819893556377614,0.31733594515181196,0.3537117903930131,0.2877442273534636,0.47000000000000003,0.3880054412418936,0.2328825249865301,0.30722063643091235,0.37947244711412903,0.2580817051509769,0.5,8.789894756695903,0.33397137686918454,0.3329943879289517
