epoch,train_loss,AP@0.3,AP@0.5,AP@0.75,AP@0.5:0.95,mAR,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/AP@0.75,all/AP@0.5:0.95,all/mAR,all/F1,all/precision,all/recall,all/best_conf,val_loss
11,6.376286418531688,0.3074077282281883,0.13665742208562873,0.003954379387793894,0.036133106985053995,0.18997995991983968,0.21614035087719297,0.36065573770491804,0.15430861723446893,0.49,0.30439692020657244,0.13719967860509188,0.004167032103063447,0.036398666957918685,0.18981295925183703,0.21654957064793132,0.3623301985370951,0.15441995101313738,0.49,8.7473611372984
12,6.324314422738098,0.3313483146917821,0.16502429636635924,0.0029064636587560386,0.03952627243033731,0.17975951903807613,0.23894389438943894,0.35009671179883944,0.1813627254509018,0.49,0.329294763684117,0.16750220248231784,0.003159520042612605,0.039750942914564394,0.1800935203740815,0.2410930727980607,0.35435111207082703,0.1826987307949232,0.49,8.845101208390597
13,6.264727472327649,0.29280953538610005,0.11634733884605244,0.0025742266984488697,0.02942128524108207,0.18917835671342684,0.20594059405940593,0.30174081237911027,0.156312625250501,0.47000000000000003,0.28736711432808537,0.11463763513629374,0.0031451508097975465,0.029030767087375696,0.18937875751503003,0.19941348973607037,0.291970802919708,0.15141393898908928,0.47000000000000003,8.88592005827145
14,6.250260337811697,0.30702865805648055,0.13093199995421695,0.0008708571860630981,0.027523797173244786,0.17645290581162323,0.21708683473389356,0.36046511627906974,0.15531062124248496,0.46,0.306161652749723,0.13561292677795486,0.0008418027359672981,0.028422575172191062,0.17607437096415055,0.22040243331773518,0.36796875,0.15731462925851702,0.46,8.774048322666145
15,6.169349954331362,0.33878464125232477,0.16046306732503215,0.0030718742858926473,0.040638877809219265,0.1940881763527054,0.246031746031746,0.36186770428015563,0.18637274549098196,0.46,0.33673758975384444,0.16179561987512509,0.003448055109478826,0.040834090481180425,0.19500111333778666,0.24744691793402393,0.36379347591272415,0.18748608327766644,0.46,8.686840352648963
16,6.15176771811558,0.3287795548665107,0.21097281687359154,0.006265360109957796,0.05482769143954932,0.20781563126252506,0.2861054072553046,0.4514038876889849,0.2094188376753507,0.47000000000000003,0.3244794525789253,0.20708137313279176,0.006522434474510228,0.0538639697124931,0.20823869962146518,0.284045216599651,0.4458204334365325,0.20841683366733466,0.47000000000000003,8.709012442456935
17,6.121963277810007,0.3228873959646307,0.17318288544260904,0.0031831384227757704,0.040391095182416195,0.19468937875751507,0.2564450474898236,0.39705882352941174,0.18937875751503006,0.47000000000000003,0.32315015424576926,0.17696722841883306,0.0035709038507801957,0.041729965994249704,0.19422177688710757,0.25830758797377734,0.39962695266961995,0.19082609663771988,0.47000000000000003,8.852482405836453
18,6.100957700656484,0.31672420107168314,0.1665049156622237,0.0012727888675890691,0.03674302542717993,0.19188376753507017,0.2434988179669031,0.2968299711815562,0.20641282565130262,0.42,0.31422512201690567,0.16512517808910496,0.001590139137814924,0.03718794696916378,0.19217323535960812,0.2432094705688918,0.2971235738389844,0.20585615675796037,0.42,8.739038205576803
19,6.058049330622048,0.3122156711552652,0.15619153675653838,0.0020860716633831324,0.03596730032928639,0.17104208416833666,0.24633821571238348,0.36706349206349204,0.18537074148296592,0.49,0.30973389696487164,0.1589110053681913,0.0022553902849332965,0.0367277502223753,0.17116455132487193,0.2473189852821537,0.3683630755673056,0.18615007793364508,0.49,9.000293592173971
20,6.026087278452906,0.2902835197576257,0.1491762450287919,0.0007613482733706451,0.034211966281341974,0.1841683366733467,0.24020227560050567,0.3253424657534247,0.1903807615230461,0.43,0.28839309231044813,0.1493714321105068,0.0007913068759088001,0.034267945012415875,0.18448007125361837,0.24037175244666623,0.32694886037157633,0.19004676018704075,0.43,8.872030741704968
21,5.982119232732254,0.317599711156248,0.1831098818660328,0.0037010768064697735,0.04564036614764668,0.20480961923847696,0.2644415917843389,0.3678571428571429,0.20641282565130262,0.45,0.3161398373207054,0.18551301457493496,0.0033779626551416193,0.046213289487566644,0.20508795368514807,0.266,0.37106416899163014,0.2073034958806502,0.45,8.807721633949356
22,5.945347750442629,0.3149847849442384,0.16356068417719136,0.0035634821512580818,0.038148267801689485,0.19118236472945893,0.2519280205655527,0.35125448028673834,0.1963927855711423,0.44,0.31470678273584357,0.1646562026480979,0.003417485237590186,0.03854777415636063,0.1917724337564017,0.2532062764204342,0.3551758793969849,0.19672678690714762,0.44,8.840294015192555
23,5.943289864444726,0.3170106525016414,0.18273214942615412,0.003155608076785402,0.041510367224657146,0.18056112224448898,0.26373626373626374,0.3375,0.21643286573146292,0.43,0.3155930574428183,0.1820500136679967,0.002896927411354221,0.041429646663917595,0.1797929191716767,0.2639559393486095,0.3390393013100437,0.21609886439545758,0.43,8.93835406026286
24,5.914328346468715,0.3259776947350749,0.15248409388402173,0.0019591729483704043,0.03567712321286264,0.1721442885771543,0.2338830584707646,0.4642857142857143,0.156312625250501,0.54,0.3262348710711439,0.15351053253920496,0.0020128113543160064,0.03602722148618017,0.172021821420619,0.23461730865432717,0.46713147410358563,0.15664662658650635,0.54,8.79529514198074
25,5.8873285083641855,0.29009140607012085,0.14620751961017392,0.00168077564076789,0.03166761455486309,0.16312625250501003,0.23032629558541268,0.3185840707964602,0.18036072144288579,0.43,0.28973089668274404,0.14502292778207732,0.001695899930581223,0.03193947572495806,0.16387218882208862,0.22890535917901939,0.318019801980198,0.1788020485415275,0.43,8.991980672121526
26,5.870624645744909,0.31557019585884255,0.1785155695490898,0.0034421566263545442,0.040961889785161944,0.18036072144288576,0.2588235294117647,0.37218045112781956,0.19839679358717435,0.45,0.31548169254833747,0.17938435119975296,0.0035899389075067546,0.0413988310155527,0.1798485860610109,0.2598705736930124,0.37455460071263885,0.1989534624805166,0.45,8.899969194599526
27,5.8226638672210065,0.29448113222916383,0.1478445377120714,0.0037326016808613117,0.036999486547110876,0.17144288577154307,0.23609394313967863,0.30806451612903224,0.19138276553106212,0.41000000000000003,0.29332125087154765,0.15001461963738574,0.004222980615214599,0.037659016333093064,0.17108661767980407,0.23784972846635047,0.3108715184186882,0.19260743709641506,0.41000000000000003,8.943045503390815
28,5.827618202972694,0.3029229983298914,0.1810200734528563,0.0029111354896303693,0.04459265735303934,0.18797595190380761,0.2620967741935484,0.3979591836734694,0.19539078156312625,0.47000000000000003,0.3026738562167983,0.18108615108938492,0.003054625841810728,0.04488335419953921,0.18793141839234023,0.2621184919210054,0.399452804377565,0.19505678022712092,0.47000000000000003,8.893494566839061
29,5.810599125911216,0.30911423985714975,0.164989715127348,0.003560747891368272,0.041278861868760015,0.1967935871743487,0.2603550295857988,0.37858508604206503,0.19839679358717435,0.45,0.3074091873684554,0.16506043791812863,0.0036290186504023846,0.04157820382630707,0.19714985526608772,0.26105386245706347,0.3799191661348649,0.19884212870184814,0.45,8.911125584451373
30,5.800501632674342,0.29701576844128585,0.14403369728975585,0.005604457795052023,0.03827947315703562,0.19178356713426853,0.24924379915305506,0.3145038167938931,0.20641282565130262,0.43,0.29625708393862815,0.1472005949765635,0.006557164110698736,0.03886232340702486,0.19200623469160544,0.25058847266124146,0.31645999660268387,0.20741482965931865,0.43,8.847863392266099
