epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss,ema/AP@0.3,ema/AP@0.5,ema/F1,ema/precision,ema/recall,ema/best_conf,ema/all/AP@0.3,ema/all/AP@0.5,ema/all/F1,ema/all/precision,ema/all/recall,ema/all/best_conf,ema/val_loss,sel,sel_smoothed
2,6.347771212563679,0.39206396133020893,0.22620539140703644,0.31525423728813556,0.4332298136645963,0.2477797513321492,0.46,0.3859708805348899,0.2175583196632564,0.3112075859705244,0.43611911623439004,0.24191829484902308,0.46,8.731585056223768,0.38352342307317466,0.22462464163265217,0.3101482326111745,0.43312101910828027,0.24156305506216696,0.47000000000000003,0.37859952923602125,0.21760382753089513,0.30675849188747517,0.4473953013278856,0.233392539964476,0.48,8.775612511533373,0.3211787505486179,0.3211787505486179
4,6.266590096773359,0.38960478540487486,0.2316262727070606,0.3219675796534377,0.4343891402714932,0.2557726465364121,0.48,0.385542622499558,0.22687438208861252,0.3147850327007612,0.39707871246956994,0.26074600355239785,0.46,8.722663465121114,0.38655623063903044,0.2351937111259136,0.3191606847045831,0.4218978102189781,0.2566607460035524,0.49,0.3805428902528343,0.22788174360170443,0.31327094853253934,0.390302066772655,0.2616341030195382,0.47000000000000003,8.817894025897303,0.3276683655982059,0.3244235580734119
6,6.235884514252754,0.38764576894518943,0.22656373768838942,0.3218390804597701,0.4560260586319218,0.24866785079928952,0.54,0.3818092759137779,0.2226724273054883,0.3168477004853247,0.45337301587301587,0.24351687388987567,0.54,8.893776824288334,0.39032641465771817,0.23153624526850108,0.32379924446842956,0.4126547455295736,0.2664298401420959,0.5,0.38470554217910086,0.2252809848333628,0.316773562343733,0.40823760156906697,0.2587921847246892,0.5,8.856103601185142,0.32938392980309533,0.3260770153166397
8,6.1667525943887584,0.3861019169214373,0.23578566114833352,0.3210702341137124,0.4311377245508982,0.2557726465364121,0.52,0.38020512583457095,0.2320140773122745,0.3119018128589123,0.4260227622270071,0.24600355239786856,0.52,8.806406252773096,0.38603439069066675,0.22986386759832403,0.32109589041095893,0.41917024320457796,0.2602131438721137,0.52,0.3819595295985177,0.22377426884059995,0.31092436974789917,0.4118336262448741,0.2497335701598579,0.52,8.89461850105448,0.32619553370702237,0.3277492763694412
10,6.138101042271181,0.3860165346518808,0.2222447762036429,0.3149882903981265,0.46219931271477666,0.238898756660746,0.56,0.3794186824093009,0.21947365887274775,0.30657416584076647,0.40336134453781514,0.247246891651865,0.53,8.929111501003833,0.390502256769789,0.23539315129444993,0.32276330690826727,0.4453125,0.2531083481349911,0.54,0.3839929584000579,0.2285850415723029,0.31092244148692055,0.4390797148412184,0.24067495559502664,0.54,8.88768064891193,0.33042173515488293,0.3286670662216669
12,6.111550036660543,0.387442033914978,0.22689909995807586,0.3139856274184633,0.4158125915080527,0.2522202486678508,0.53,0.38239680798468517,0.22281595550993358,0.3077099586966498,0.4345430978613091,0.23818827708703375,0.54,8.886430238155608,0.3883805538684266,0.22752206252780144,0.3167319529938444,0.4281391830559758,0.25133214920071045,0.54,0.3826594674001475,0.22251367563100977,0.3067050232352291,0.40669014084507044,0.24618117229129663,0.53,8.902685182314393,0.32579328629132265,0.327470185051076
14,6.084012865186087,0.3814953418242363,0.22635392275489766,0.3120950323974082,0.39807162534435264,0.2566607460035524,0.53,0.37663768343175075,0.2206572420718898,0.30384992910895414,0.3936140152585476,0.24742451154529307,0.53,8.93074530743538,0.38803950675119747,0.23337426082686205,0.3212493028443949,0.431784107946027,0.2557726465364121,0.54,0.3820779327509885,0.22455293659782913,0.30853366754016176,0.4302510327295837,0.2404973357015986,0.54,8.884462148585218,0.32828189219253634,0.32816563787958064
16,6.065127621764347,0.38896266575145,0.23074400916826832,0.31613976705490854,0.42097488921713444,0.2531083481349911,0.55,0.3856668585633616,0.22445929448905017,0.3090765943088516,0.42134314627414904,0.24404973357015985,0.55,8.942280820075501,0.39091270995203514,0.2307148877851862,0.3174250832408435,0.4230769230769231,0.2539964476021314,0.54,0.3855002423704147,0.22541181246442987,0.3094808126410835,0.4244582043343653,0.24351687388987567,0.54,8.89206263528648,0.3281558379597421,0.3274103388145337
18,6.052076885822649,0.38982682320668516,0.2300838576019804,0.31683168316831684,0.4161849710982659,0.2557726465364121,0.54,0.38503130395580715,0.22487117114423733,0.30804544932858946,0.4352903016542329,0.23836589698046182,0.55,8.888994139136997,0.3882337509125152,0.22798503979371385,0.31596452328159647,0.42035398230088494,0.2531083481349911,0.54,0.3848208636299617,0.22374563724400556,0.3076576068568851,0.42137781896818044,0.24227353463587922,0.54,8.89158680252995,0.3257052920506911,0.32738100740098985
20,6.0466228191042495,0.38876416727315943,0.23406756774048837,0.31538034425319267,0.42074074074074075,0.2522202486678508,0.54,0.38494999560318577,0.22530158433986122,0.30705019740552736,0.4207109737248841,0.24174067495559504,0.54,8.88779857310843,0.3887814962466545,0.23216756458940185,0.31765356945213064,0.42143906020558003,0.25488454706927177,0.54,0.3848965610224161,0.22453717142659513,0.30779615254809317,0.41976066277999385,0.24298401420959148,0.54,8.89128175863983,0.32757173139057394,0.32714428713366905
