epoch,train_loss,AP@0.3,AP@0.5,F1,precision,recall,best_conf,all/AP@0.3,all/AP@0.5,all/F1,all/precision,all/recall,all/best_conf,val_loss
1,6.407062846707667,0.3690492446436633,0.1931489418847415,0.27639751552795033,0.33126550868486354,0.23712255772646537,0.45,0.3645783188698487,0.18932093492508553,0.27047223663725994,0.3253433208489388,0.2314387211367673,0.45,8.498317025231977
2,6.234842188783556,0.39919659790918127,0.20348314434115325,0.29086678301337987,0.42158516020236086,0.22202486678507993,0.54,0.3936819345971446,0.20194135811079508,0.28823130788344253,0.3957816377171216,0.2266429840142096,0.53,8.702477492339222
3,6.147725836969969,0.41253716064308105,0.2680824168238991,0.33867521367521364,0.4249329758713137,0.28152753108348133,0.54,0.4123833121486137,0.26393933181595297,0.32956381260096934,0.4186046511627907,0.27175843694493784,0.54,8.819050871734078
4,6.076329540977354,0.40803579741950724,0.22576846569067607,0.29978586723768735,0.37735849056603776,0.24866785079928952,0.53,0.4015537292966553,0.22000339564752408,0.29160816502862086,0.3720033066960595,0.23978685612788633,0.53,8.751647876509537
5,6.046047939374294,0.3908919711609511,0.21970759073600704,0.3042253521126761,0.41602465331278893,0.23978685612788633,0.55,0.3848939214186715,0.21343748015370873,0.29350104821802936,0.3874162540052432,0.23623445825932504,0.54,8.876909651654833
6,6.006113360136324,0.36080229846402206,0.20082749603190353,0.2797979797979798,0.32435597189695553,0.24600355239786856,0.47000000000000003,0.35513018949701836,0.19754063956449897,0.2761840095060261,0.2644668400520156,0.28898756660746006,0.11,8.702922408462417
7,5.964440675217198,0.4017803193917714,0.22540375836197546,0.29492080830147466,0.3829787234042553,0.23978685612788633,0.48,0.39447160401043896,0.21930306444293188,0.2854938271604938,0.37623474723997674,0.23001776198934282,0.48,8.607265289793624
8,5.913111503737752,0.3973972380401621,0.2434987379164069,0.32191408374116365,0.41514726507713884,0.26287744227353466,0.48,0.3918176601060772,0.2383584348373382,0.31690427698574336,0.37136038186157516,0.2763765541740675,0.46,8.68730938180964
9,5.863729495433656,0.40116559022102455,0.2353865950655925,0.30358158044343375,0.4218009478672986,0.23712255772646537,0.55,0.39580325119218357,0.22879285619041387,0.295110721333041,0.3854524627720504,0.23907637655417407,0.53,8.771573279766326
10,5.837749737381352,0.3801259078293514,0.2235952887696616,0.3210010881392818,0.4143258426966292,0.2619893428063943,0.55,0.3760697569224152,0.21564795640225343,0.311495673671199,0.42398286937901497,0.24618117229129663,0.56,8.922306732083044
